cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,cases,SUM_CASES,DATE
922.0,1752.0,250.0,10.0,3123.0,822.0,22.0,49.0,10593.0,1916.0,359.0,941.0,17.0,224.0,1583.0,8.0,0.0,62.0,147.0,38.0,1750.0,106.0,837.0,770.0,1679.0,161.0,98.0,14389.0,389.0,530.0,3395.0,46942.0,2020-09-18
704.0,1942.0,280.0,8.0,2136.0,442.0,34.0,25.0,9784.0,2194.0,311.0,710.0,15.0,250.0,1452.0,4.0,0.0,0.0,110.0,35.0,1540.0,116.0,600.0,605.0,1713.0,92.0,123.0,11291.0,330.0,514.0,3991.0,41351.0,2020-09-17
860.0,1628.0,151.0,6.0,1674.0,329.0,24.0,98.0,7852.0,1901.0,310.0,1307.0,6.0,357.0,1229.0,5.0,0.0,56.0,40.0,106.0,1376.0,122.0,605.0,425.0,1111.0,188.0,82.0,11193.0,292.0,315.0,3103.0,36751.0,2020-09-16
549.0,1727.0,65.0,8.0,1034.0,584.0,22.0,47.0,6158.0,1407.0,180.0,844.0,3.0,207.0,1008.0,3.0,0.0,51.0,50.0,49.0,1298.0,289.0,377.0,613.0,692.0,48.0,53.0,9437.0,220.0,257.0,2621.0,29901.0,2020-09-15
384.0,301.0,165.0,3.0,787.0,0.0,21.0,23.0,7183.0,927.0,204.0,484.0,3.0,255.0,1456.0,10.0,2.0,39.0,35.0,53.0,1086.0,0.0,502.0,673.0,1109.0,79.0,99.0,27404.0,106.0,473.0,3330.0,47196.0,2020-09-14
495.0,617.0,261.0,3.0,1541.0,0.0,23.0,45.0,10561.0,948.0,302.0,916.0,1.0,159.0,1501.0,5.0,0.0,53.0,0.0,78.0,1231.0,0.0,603.0,497.0,1311.0,201.0,105.0,0.0,206.0,465.0,3497.0,25625.0,2020-09-13
1005.0,1284.0,190.0,3.0,1447.0,292.0,32.0,43.0,9406.0,1630.0,282.0,718.0,4.0,211.0,1616.0,11.0,0.0,44.0,71.0,27.0,1268.0,120.0,594.0,687.0,1391.0,231.0,110.0,0.0,291.0,528.0,3539.0,27075.0,2020-09-12
497.0,1143.0,291.0,3.0,1377.0,317.0,15.0,39.0,9843.0,1484.0,372.0,476.0,4.0,196.0,1597.0,5.0,0.0,36.0,65.0,43.0,823.0,122.0,506.0,585.0,1380.0,133.0,76.0,12183.0,254.0,405.0,2919.0,37189.0,2020-09-11
754.0,1024.0,341.0,3.0,1159.0,251.0,22.0,93.0,8577.0,1892.0,248.0,411.0,3.0,84.0,1430.0,11.0,1.0,32.0,49.0,42.0,1140.0,105.0,421.0,646.0,1271.0,161.0,80.0,10764.0,314.0,468.0,2659.0,34456.0,2020-09-10
495.0,871.0,204.0,1.0,1161.0,243.0,32.0,10.0,6544.0,1176.0,169.0,341.0,7.0,306.0,1369.0,3.0,0.0,31.0,24.0,63.0,963.0,132.0,400.0,388.0,1136.0,91.0,42.0,8866.0,236.0,245.0,2460.0,28009.0,2020-09-09
511.0,918.0,117.0,1.0,560.0,566.0,16.0,36.0,4203.0,1499.0,139.0,576.0,2.0,102.0,1150.0,1.0,0.0,17.0,54.0,23.0,797.0,267.0,302.0,249.0,883.0,22.0,16.0,8964.0,185.0,191.0,2948.0,25315.0,2020-09-08
220.0,155.0,225.0,2.0,404.0,0.0,25.0,30.0,7071.0,814.0,138.0,495.0,5.0,138.0,1296.0,3.0,0.0,43.0,42.0,37.0,925.0,0.0,437.0,315.0,1150.0,88.0,43.0,26560.0,67.0,444.0,2988.0,44160.0,2020-09-07
208.0,322.0,311.0,9.0,503.0,0.0,34.0,36.0,8550.0,988.0,186.0,510.0,1.0,231.0,1694.0,9.0,0.0,36.0,0.0,25.0,654.0,0.0,567.0,486.0,1269.0,226.0,43.0,0.0,171.0,425.0,1813.0,19307.0,2020-09-06
271.0,728.0,334.0,0.0,797.0,173.0,15.0,25.0,8975.0,1378.0,202.0,459.0,7.0,97.0,1732.0,6.0,0.0,26.0,109.0,30.0,744.0,85.0,691.0,406.0,1339.0,137.0,47.0,0.0,262.0,297.0,1940.0,21312.0,2020-09-05
312.0,677.0,369.0,3.0,679.0,179.0,26.0,39.0,7157.0,1453.0,241.0,301.0,7.0,92.0,1397.0,4.0,0.0,20.0,0.0,19.0,421.0,164.0,612.0,418.0,1365.0,121.0,53.0,10476.0,286.0,472.0,1735.0,29098.0,2020-09-04
442.0,574.0,311.0,5.0,656.0,111.0,20.0,19.0,7017.0,1311.0,233.0,365.0,5.0,89.0,1326.0,2.0,0.0,29.0,68.0,34.0,914.0,88.0,595.0,390.0,1298.0,53.0,55.0,8959.0,213.0,370.0,1508.0,27060.0,2020-09-03
337.0,565.0,145.0,2.0,499.0,99.0,20.0,56.0,4982.0,1256.0,207.0,118.0,9.0,214.0,975.0,8.0,0.0,23.0,0.0,21.0,461.0,139.0,550.0,231.0,1053.0,72.0,41.0,8581.0,171.0,216.0,1295.0,22346.0,2020-09-02
186.0,634.0,146.0,1.0,251.0,285.0,2.0,9.0,3082.0,1218.0,183.0,178.0,2.0,51.0,996.0,3.0,0.0,32.0,52.0,26.0,525.0,101.0,502.0,244.0,755.0,41.0,27.0,8115.0,162.0,163.0,1406.0,19378.0,2020-09-01
281.0,117.0,262.0,4.0,273.0,0.0,10.0,28.0,5413.0,610.0,157.0,292.0,5.0,40.0,1365.0,18.0,1.0,35.0,45.0,21.0,508.0,0.0,631.0,320.0,952.0,34.0,31.0,23572.0,48.0,291.0,1715.0,37079.0,2020-08-31
174.0,195.0,312.0,2.0,317.0,0.0,20.0,7.0,5453.0,785.0,177.0,158.0,8.0,141.0,1444.0,0.0,1.0,29.0,0.0,15.0,500.0,0.0,759.0,374.0,1365.0,114.0,37.0,0.0,131.0,375.0,1108.0,14001.0,2020-08-30
382.0,614.0,357.0,0.0,477.0,73.0,18.0,23.0,7379.0,1479.0,269.0,132.0,5.0,126.0,1460.0,9.0,0.0,48.0,37.0,28.0,507.0,38.0,791.0,401.0,1318.0,102.0,42.0,0.0,179.0,340.0,1276.0,17910.0,2020-08-29
227.0,535.0,304.0,0.0,349.0,90.0,14.0,17.0,6111.0,1571.0,251.0,91.0,5.0,90.0,1409.0,6.0,1.0,36.0,-1385.0,32.0,510.0,51.0,887.0,399.0,1504.0,90.0,33.0,9779.0,202.0,360.0,1522.0,25091.0,2020-08-28
316.0,526.0,358.0,7.0,403.0,57.0,17.0,21.0,5429.0,1507.0,293.0,73.0,5.0,162.0,1366.0,18.0,4.0,32.0,90.0,37.0,570.0,59.0,729.0,362.0,1256.0,84.0,36.0,9658.0,244.0,379.0,1048.0,25146.0,2020-08-27
291.0,527.0,219.0,23.0,367.0,83.0,19.0,43.0,3304.0,1576.0,168.0,24.0,4.0,85.0,876.0,5.0,0.0,21.0,44.0,46.0,414.0,72.0,763.0,192.0,1060.0,28.0,21.0,7296.0,222.0,202.0,1184.0,19179.0,2020-08-26
308.0,607.0,136.0,30.0,258.0,270.0,3.0,18.0,1955.0,1278.0,155.0,36.0,9.0,147.0,953.0,0.0,0.0,38.0,90.0,38.0,572.0,126.0,548.0,123.0,805.0,68.0,14.0,7117.0,174.0,157.0,972.0,17005.0,2020-08-25
140.0,115.0,275.0,4.0,133.0,0.0,7.0,14.0,4897.0,711.0,283.0,22.0,6.0,61.0,1209.0,4.0,0.0,41.0,0.0,57.0,456.0,0.0,581.0,145.0,981.0,40.0,34.0,19382.0,57.0,276.0,1041.0,30972.0,2020-08-24
216.0,203.0,306.0,11.0,239.0,0.0,21.0,35.0,3602.0,782.0,243.0,35.0,8.0,153.0,1071.0,3.0,1.0,30.0,0.0,35.0,508.0,0.0,900.0,241.0,1189.0,91.0,43.0,0.0,160.0,294.0,1288.0,11708.0,2020-08-23
275.0,510.0,265.0,11.0,506.0,71.0,17.0,29.0,4586.0,2034.0,204.0,52.0,10.0,79.0,947.0,3.0,0.0,36.0,67.0,31.0,534.0,35.0,903.0,219.0,1392.0,123.0,38.0,0.0,298.0,306.0,1033.0,14614.0,2020-08-22
308.0,581.0,255.0,10.0,247.0,116.0,20.0,37.0,4771.0,1427.0,250.0,44.0,5.0,129.0,840.0,1.0,2.0,32.0,71.0,36.0,529.0,51.0,767.0,291.0,1346.0,80.0,43.0,8148.0,333.0,264.0,1182.0,22216.0,2020-08-21
425.0,612.0,219.0,26.0,315.0,85.0,7.0,29.0,3776.0,1707.0,212.0,32.0,8.0,48.0,642.0,3.0,1.0,22.0,67.0,40.0,552.0,51.0,735.0,253.0,1409.0,100.0,37.0,7039.0,351.0,310.0,812.0,19925.0,2020-08-20
158.0,725.0,199.0,8.0,281.0,115.0,8.0,24.0,2238.0,1510.0,250.0,0.0,13.0,186.0,401.0,0.0,3.0,38.0,30.0,47.0,487.0,56.0,597.0,214.0,1014.0,15.0,18.0,6671.0,314.0,196.0,1089.0,16905.0,2020-08-19
344.0,707.0,85.0,19.0,190.0,123.0,2.0,21.0,493.0,1390.0,147.0,54.0,3.0,56.0,320.0,1.0,1.0,20.0,30.0,49.0,481.0,154.0,595.0,132.0,733.0,5.0,22.0,5114.0,174.0,125.0,713.0,12303.0,2020-08-18
162.0,132.0,151.0,0.0,121.0,134.0,6.0,11.0,3015.0,561.0,217.0,39.0,12.0,66.0,477.0,7.0,0.0,30.0,0.0,68.0,506.0,0.0,594.0,121.0,1087.0,47.0,15.0,16269.0,63.0,200.0,1040.0,25151.0,2020-08-17
260.0,163.0,162.0,14.0,198.0,104.0,7.0,20.0,3310.0,625.0,226.0,24.0,16.0,196.0,629.0,7.0,2.0,34.0,34.0,63.0,652.0,0.0,771.0,198.0,1328.0,54.0,32.0,0.0,226.0,251.0,1077.0,10683.0,2020-08-16
221.0,587.0,208.0,13.0,292.0,165.0,3.0,17.0,2846.0,1415.0,251.0,40.0,7.0,66.0,574.0,1.0,0.0,22.0,37.0,72.0,636.0,67.0,832.0,235.0,1415.0,62.0,37.0,0.0,344.0,268.0,1440.0,12173.0,2020-08-15
229.0,669.0,180.0,14.0,326.0,144.0,0.0,41.0,2669.0,1449.0,204.0,45.0,4.0,91.0,522.0,4.0,1.0,21.0,68.0,31.0,577.0,33.0,811.0,325.0,1454.0,49.0,29.0,5479.0,363.0,233.0,1129.0,17194.0,2020-08-14
241.0,609.0,130.0,14.0,292.0,111.0,7.0,19.0,2524.0,1445.0,235.0,22.0,4.0,37.0,476.0,0.0,1.0,26.0,58.0,55.0,654.0,66.0,715.0,278.0,1415.0,75.0,31.0,7550.0,443.0,273.0,1009.0,18815.0,2020-08-13
138.0,718.0,91.0,25.0,289.0,144.0,9.0,22.0,1397.0,1226.0,193.0,15.0,6.0,33.0,412.0,10.0,0.0,18.0,26.0,49.0,779.0,46.0,551.0,120.0,1215.0,16.0,17.0,3172.0,417.0,187.0,1148.0,12489.0,2020-08-12
111.0,873.0,45.0,10.0,139.0,373.0,6.0,17.0,4854.0,966.0,126.0,35.0,4.0,56.0,259.0,3.0,0.0,13.0,103.0,29.0,575.0,170.0,619.0,157.0,779.0,3.0,6.0,3632.0,196.0,105.0,816.0,15080.0,2020-08-11
76.0,122.0,61.0,9.0,120.0,0.0,5.0,16.0,0.0,436.0,202.0,43.0,3.0,68.0,463.0,2.0,0.0,21.0,0.0,23.0,577.0,0.0,624.0,131.0,1145.0,30.0,2.0,8618.0,73.0,152.0,1062.0,14084.0,2020-08-10
116.0,304.0,77.0,11.0,175.0,0.0,14.0,14.0,0.0,555.0,151.0,32.0,3.0,174.0,347.0,7.0,0.0,37.0,0.0,54.0,486.0,0.0,843.0,186.0,1350.0,43.0,14.0,0.0,260.0,182.0,758.0,6193.0,2020-08-09
130.0,771.0,62.0,14.0,320.0,136.0,9.0,22.0,2288.0,1122.0,147.0,24.0,20.0,98.0,552.0,6.0,0.0,23.0,40.0,40.0,519.0,59.0,809.0,290.0,1378.0,43.0,10.0,0.0,380.0,161.0,871.0,10344.0,2020-08-08
114.0,769.0,28.0,13.0,211.0,121.0,11.0,20.0,1604.0,1147.0,150.0,33.0,6.0,69.0,401.0,18.0,0.0,24.0,66.0,50.0,601.0,47.0,726.0,213.0,1345.0,63.0,15.0,4507.0,378.0,181.0,950.0,13881.0,2020-08-07
103.0,776.0,58.0,15.0,243.0,112.0,22.0,29.0,1695.0,1045.0,118.0,11.0,8.0,50.0,384.0,8.0,0.0,10.0,90.0,19.0,426.0,29.0,640.0,167.0,1309.0,49.0,18.0,4088.0,425.0,181.0,891.0,13019.0,2020-08-06
131.0,814.0,22.0,25.0,278.0,77.0,11.0,17.0,1039.0,741.0,118.0,9.0,3.0,45.0,190.0,3.0,0.0,17.0,53.0,21.0,540.0,65.0,680.0,112.0,1232.0,14.0,9.0,2953.0,333.0,130.0,670.0,10352.0,2020-08-05
32.0,794.0,36.0,5.0,208.0,207.0,1.0,13.0,3376.0,879.0,75.0,9.0,8.0,46.0,159.0,3.0,0.0,10.0,169.0,16.0,372.0,60.0,575.0,106.0,823.0,10.0,1.0,5760.0,165.0,66.0,928.0,14912.0,2020-08-04
85.0,148.0,36.0,26.0,101.0,0.0,7.0,10.0,0.0,509.0,75.0,9.0,14.0,53.0,238.0,5.0,0.0,17.0,0.0,14.0,311.0,0.0,548.0,153.0,1075.0,7.0,9.0,8532.0,38.0,49.0,743.0,12812.0,2020-08-03
126.0,309.0,86.0,10.0,125.0,0.0,8.0,11.0,0.0,240.0,110.0,21.0,8.0,44.0,295.0,7.0,0.0,18.0,0.0,15.0,431.0,0.0,658.0,238.0,1225.0,45.0,6.0,0.0,303.0,342.0,771.0,5452.0,2020-08-02
89.0,684.0,67.0,30.0,232.0,64.0,13.0,9.0,1346.0,955.0,76.0,0.0,13.0,38.0,379.0,3.0,0.0,13.0,79.0,18.0,338.0,36.0,657.0,204.0,1295.0,27.0,26.0,0.0,258.0,137.0,880.0,7966.0,2020-08-01
163.0,635.0,78.0,4.0,249.0,91.0,9.0,9.0,1377.0,870.0,65.0,21.0,11.0,85.0,382.0,4.0,1.0,19.0,83.0,9.0,342.0,22.0,615.0,255.0,1356.0,20.0,24.0,3092.0,302.0,219.0,846.0,11258.0,2020-07-31
164.0,703.0,70.0,13.0,294.0,57.0,4.0,10.0,1392.0,902.0,57.0,19.0,4.0,13.0,288.0,4.0,1.0,16.0,158.0,9.0,247.0,18.0,512.0,203.0,1182.0,41.0,14.0,2789.0,301.0,192.0,763.0,10440.0,2020-07-30
132.0,685.0,42.0,7.0,283.0,30.0,0.0,6.0,725.0,684.0,52.0,9.0,3.0,37.0,202.0,0.0,0.0,8.0,54.0,13.0,223.0,15.0,502.0,111.0,1151.0,23.0,14.0,2031.0,283.0,132.0,70.0,7527.0,2020-07-29
64.0,595.0,24.0,3.0,192.0,109.0,4.0,5.0,2551.0,633.0,34.0,8.0,7.0,11.0,168.0,1.0,0.0,11.0,49.0,6.0,205.0,32.0,337.0,135.0,1104.0,2.0,5.0,1828.0,71.0,65.0,371.0,8630.0,2020-07-28
137.0,184.0,65.0,4.0,112.0,0.0,1.0,5.0,0.0,340.0,27.0,13.0,4.0,12.0,254.0,13.0,0.0,7.0,83.0,1.0,214.0,0.0,443.0,209.0,1120.0,38.0,16.0,6361.0,42.0,110.0,421.0,10236.0,2020-07-27
120.0,229.0,77.0,6.0,131.0,0.0,5.0,8.0,0.0,305.0,31.0,11.0,0.0,24.0,274.0,1.0,0.0,15.0,133.0,14.0,137.0,0.0,584.0,263.0,1284.0,23.0,14.0,0.0,138.0,148.0,667.0,4642.0,2020-07-26
107.0,496.0,81.0,2.0,281.0,48.0,1.0,8.0,1130.0,781.0,25.0,26.0,2.0,19.0,252.0,2.0,0.0,26.0,104.0,4.0,191.0,23.0,458.0,313.0,1119.0,29.0,19.0,0.0,262.0,154.0,731.0,6694.0,2020-07-25
164.0,439.0,104.0,5.0,230.0,40.0,2.0,10.0,1062.0,815.0,33.0,18.0,1.0,7.0,306.0,6.0,0.0,0.0,98.0,2.0,163.0,9.0,418.0,229.0,1112.0,31.0,18.0,2255.0,220.0,117.0,773.0,8687.0,2020-07-24
140.0,553.0,108.0,0.0,246.0,48.0,3.0,11.0,998.0,569.0,29.0,14.0,1.0,17.0,280.0,4.0,0.0,11.0,129.0,1.0,168.0,15.0,380.0,252.0,1030.0,37.0,38.0,2615.0,297.0,141.0,751.0,8886.0,2020-07-23
139.0,145.0,52.0,2.0,226.0,40.0,1.0,11.0,584.0,454.0,36.0,19.0,0.0,36.0,128.0,1.0,0.0,2.0,120.0,2.0,163.0,10.0,399.0,127.0,994.0,41.0,24.0,1357.0,226.0,108.0,793.0,6240.0,2020-07-22
108.0,443.0,16.0,0.0,153.0,89.0,0.0,2.0,2080.0,522.0,5.0,14.0,0.0,6.0,190.0,0.0,0.0,15.0,122.0,0.0,185.0,13.0,279.0,135.0,681.0,1.0,7.0,1358.0,131.0,43.0,413.0,7011.0,2020-07-21
63.0,64.0,119.0,1.0,90.0,0.0,0.0,20.0,0.0,249.0,24.0,18.0,1.0,10.0,218.0,3.0,1.0,17.0,74.0,1.0,144.0,0.0,358.0,246.0,767.0,3.0,6.0,4581.0,110.0,98.0,493.0,7779.0,2020-07-20
102.0,130.0,98.0,6.0,113.0,0.0,1.0,17.0,0.0,202.0,19.0,22.0,2.0,20.0,249.0,4.0,0.0,7.0,124.0,0.0,127.0,0.0,339.0,313.0,889.0,11.0,24.0,0.0,191.0,110.0,569.0,3689.0,2020-07-19
138.0,274.0,98.0,0.0,130.0,49.0,4.0,8.0,836.0,529.0,25.0,14.0,0.0,32.0,231.0,6.0,1.0,6.0,163.0,1.0,103.0,4.0,353.0,312.0,799.0,14.0,19.0,0.0,284.0,91.0,704.0,5228.0,2020-07-18
153.0,226.0,86.0,8.0,137.0,32.0,0.0,0.0,534.0,583.0,29.0,16.0,1.0,15.0,230.0,1.0,0.0,20.0,66.0,0.0,99.0,10.0,274.0,339.0,777.0,24.0,19.0,1400.0,268.0,142.0,772.0,6261.0,2020-07-17
55.0,260.0,126.0,1.0,134.0,31.0,1.0,0.0,927.0,534.0,27.0,0.0,0.0,13.0,162.0,0.0,0.0,7.0,0.0,0.0,106.0,17.0,323.0,375.0,641.0,19.0,19.0,1361.0,287.0,132.0,685.0,6243.0,2020-07-16
201.0,207.0,52.0,0.0,103.0,24.0,1.0,0.0,0.0,351.0,57.0,16.0,2.0,32.0,114.0,4.0,0.0,1.0,100.0,0.0,53.0,3.0,267.0,233.0,637.0,6.0,10.0,875.0,312.0,70.0,726.0,4457.0,2020-07-15
12.0,224.0,53.0,1.0,64.0,91.0,0.0,1.0,1625.0,412.0,23.0,13.0,0.0,10.0,169.0,1.0,0.0,5.0,31.0,0.0,71.0,16.0,299.0,306.0,413.0,1.0,8.0,666.0,170.0,63.0,361.0,5109.0,2020-07-14
52.0,43.0,50.0,7.0,59.0,0.0,0.0,2.0,0.0,159.0,31.0,5.0,0.0,17.0,234.0,0.0,0.0,4.0,83.0,0.0,101.0,0.0,370.0,291.0,456.0,8.0,14.0,2045.0,106.0,85.0,442.0,4664.0,2020-07-13
108.0,62.0,140.0,1.0,53.0,0.0,1.0,0.0,0.0,248.0,40.0,6.0,0.0,22.0,188.0,19.0,0.0,4.0,65.0,0.0,81.0,0.0,305.0,542.0,698.0,23.0,34.0,0.0,308.0,108.0,565.0,3621.0,2020-07-12
74.0,127.0,116.0,3.0,143.0,30.0,2.0,3.0,658.0,378.0,60.0,3.0,0.0,24.0,276.0,0.0,0.0,4.0,58.0,0.0,42.0,11.0,265.0,402.0,592.0,19.0,17.0,0.0,369.0,104.0,715.0,4495.0,2020-07-11
97.0,124.0,91.0,2.0,105.0,16.0,8.0,4.0,621.0,395.0,50.0,10.0,0.0,23.0,214.0,13.0,0.0,3.0,69.0,0.0,52.0,7.0,262.0,418.0,614.0,53.0,13.0,852.0,334.0,88.0,693.0,5231.0,2020-07-10
101.0,137.0,53.0,3.0,129.0,12.0,8.0,7.0,663.0,442.0,33.0,5.0,0.0,4.0,193.0,7.0,0.0,10.0,47.0,1.0,52.0,11.0,277.0,443.0,555.0,31.0,24.0,543.0,533.0,129.0,597.0,5050.0,2020-07-09
89.0,99.0,52.0,1.0,119.0,10.0,1.0,1.0,475.0,397.0,27.0,16.0,1.0,7.0,137.0,7.0,0.0,3.0,61.0,0.0,37.0,6.0,257.0,287.0,397.0,2.0,23.0,383.0,278.0,54.0,704.0,3931.0,2020-07-08
57.0,112.0,69.0,1.0,51.0,46.0,1.0,3.0,1375.0,390.0,43.0,6.0,2.0,4.0,208.0,3.0,1.0,5.0,20.0,1.0,36.0,35.0,205.0,232.0,250.0,1.0,16.0,341.0,251.0,46.0,555.0,4366.0,2020-07-07
73.0,24.0,57.0,1.0,75.0,0.0,0.0,2.0,0.0,219.0,8.0,0.0,0.0,18.0,192.0,1.0,0.0,5.0,46.0,0.0,73.0,0.0,231.0,328.0,391.0,15.0,21.0,1244.0,315.0,70.0,401.0,3810.0,2020-07-06
123.0,64.0,86.0,3.0,121.0,0.0,2.0,1.0,0.0,239.0,25.0,11.0,0.0,11.0,235.0,1.0,0.0,3.0,29.0,0.0,61.0,0.0,314.0,413.0,416.0,29.0,30.0,0.0,364.0,97.0,579.0,3257.0,2020-07-05
121.0,94.0,96.0,0.0,141.0,17.0,1.0,28.0,582.0,422.0,28.0,6.0,0.0,9.0,223.0,0.0,1.0,3.0,52.0,0.0,75.0,0.0,259.0,374.0,420.0,20.0,16.0,0.0,694.0,133.0,602.0,4417.0,2020-07-04
138.0,93.0,81.0,0.0,132.0,21.0,1.0,5.0,659.0,446.0,26.0,9.0,5.0,12.0,201.0,1.0,0.0,7.0,50.0,1.0,77.0,8.0,371.0,328.0,450.0,13.0,20.0,442.0,687.0,33.0,651.0,4968.0,2020-07-03
37.0,135.0,54.0,1.0,92.0,26.0,0.0,22.0,918.0,503.0,23.0,2.0,1.0,4.0,182.0,3.0,0.0,1.0,46.0,0.0,62.0,22.0,382.0,313.0,326.0,20.0,13.0,444.0,684.0,220.0,617.0,5153.0,2020-07-02
111.0,100.0,52.0,2.0,149.0,17.0,2.0,5.0,541.0,466.0,19.0,10.0,2.0,11.0,142.0,1.0,0.0,1.0,43.0,1.0,50.0,10.0,239.0,229.0,388.0,2.0,15.0,388.0,804.0,62.0,730.0,4592.0,2020-07-01
41.0,127.0,34.0,2.0,202.0,76.0,0.0,18.0,1324.0,498.0,14.0,3.0,1.0,23.0,126.0,1.0,0.0,0.0,14.0,0.0,76.0,40.0,247.0,266.0,269.0,1.0,4.0,301.0,727.0,35.0,446.0,4916.0,2020-06-30
63.0,24.0,67.0,0.0,305.0,0.0,1.0,0.0,0.0,262.0,10.0,4.0,1.0,2.0,174.0,1.0,0.0,3.0,25.0,0.0,73.0,0.0,193.0,457.0,291.0,7.0,9.0,200.0,415.0,62.0,649.0,3298.0,2020-06-29
64.0,41.0,85.0,2.0,260.0,0.0,0.0,0.0,0.0,256.0,23.0,11.0,0.0,23.0,175.0,3.0,0.0,5.0,44.0,0.0,69.0,0.0,319.0,323.0,325.0,14.0,14.0,301.0,755.0,69.0,671.0,3852.0,2020-06-28
67.0,113.0,56.0,0.0,168.0,39.0,2.0,19.0,1588.0,687.0,22.0,4.0,2.0,9.0,255.0,1.0,0.0,2.0,22.0,0.0,91.0,22.0,276.0,451.0,411.0,13.0,11.0,564.0,1204.0,58.0,721.0,6878.0,2020-06-27
47.0,76.0,95.0,1.0,93.0,21.0,1.0,5.0,0.0,477.0,11.0,9.0,1.0,9.0,296.0,0.0,0.0,2.0,11.0,2.0,110.0,16.0,298.0,311.0,460.0,23.0,6.0,419.0,1279.0,52.0,778.0,4909.0,2020-06-26
33.0,100.0,22.0,1.0,127.0,54.0,1.0,12.0,81.0,630.0,8.0,7.0,2.0,5.0,577.0,0.0,0.0,1.0,7.0,3.0,82.0,26.0,294.0,367.0,321.0,18.0,7.0,400.0,1698.0,44.0,886.0,5814.0,2020-06-25
31.0,110.0,30.0,2.0,89.0,34.0,1.0,11.0,517.0,587.0,15.0,0.0,0.0,8.0,113.0,0.0,0.0,2.0,12.0,0.0,64.0,6.0,300.0,345.0,214.0,1.0,13.0,334.0,1309.0,22.0,896.0,5066.0,2020-06-24
35.0,143.0,19.0,2.0,63.0,136.0,0.0,1.0,373.0,503.0,21.0,5.0,0.0,4.0,221.0,0.0,0.0,3.0,1.0,0.0,65.0,37.0,296.0,259.0,246.0,1.0,1.0,248.0,800.0,18.0,639.0,4140.0,2020-06-23
38.0,20.0,18.0,1.0,50.0,0.0,0.0,1.0,284.0,537.0,10.0,8.0,0.0,5.0,224.0,0.0,0.0,3.0,15.0,0.0,91.0,0.0,311.0,292.0,315.0,1.0,1.0,232.0,321.0,0.0,687.0,3465.0,2020-06-22
62.0,50.0,19.0,0.0,42.0,0.0,2.0,9.0,641.0,687.0,19.0,8.0,0.0,6.0,264.0,1.0,0.0,3.0,6.0,1.0,76.0,16.0,304.0,377.0,330.0,10.0,6.0,334.0,698.0,0.0,986.0,4957.0,2020-06-21
30.0,121.0,11.0,0.0,176.0,47.0,2.0,16.0,811.0,601.0,10.0,5.0,1.0,13.0,-148.0,2.0,0.0,8.0,8.0,1.0,107.0,0.0,301.0,375.0,320.0,14.0,2.0,363.0,1209.0,92.0,1027.0,5525.0,2020-06-20
40.0,108.0,11.0,0.0,68.0,50.0,0.0,0.0,467.0,770.0,24.0,2.0,2.0,14.0,331.0,4.0,0.0,6.0,6.0,0.0,115.0,32.0,314.0,417.0,320.0,1.0,8.0,307.0,1494.0,17.0,1013.0,5941.0,2020-06-19
17.0,123.0,3.0,0.0,51.0,44.0,2.0,5.0,458.0,580.0,55.0,1.0,0.0,7.0,328.0,6.0,0.0,2.0,10.0,1.0,117.0,29.0,506.0,336.0,345.0,9.0,4.0,585.0,1457.0,37.0,1102.0,6220.0,2020-06-18
33.0,99.0,1.0,0.0,47.0,33.0,1.0,4.0,344.0,345.0,14.0,1.0,1.0,13.0,210.0,1.0,0.0,3.0,3.0,6.0,139.0,0.0,407.0,300.0,250.0,0.0,3.0,355.0,1209.0,15.0,1043.0,4880.0,2020-06-17
27.0,147.0,2.0,2.0,40.0,24.0,1.0,4.0,152.0,378.0,13.0,1.0,1.0,18.0,301.0,0.0,0.0,5.0,2.0,6.0,165.0,25.0,396.0,346.0,166.0,4.0,1.0,219.0,685.0,14.0,822.0,3967.0,2020-06-16
24.0,22.0,1.0,3.0,33.0,54.0,0.0,17.0,407.0,192.0,9.0,12.0,0.0,8.0,338.0,0.0,0.0,5.0,7.0,2.0,143.0,0.0,375.0,227.0,320.0,3.0,3.0,181.0,418.0,23.0,890.0,3717.0,2020-06-15
20.0,49.0,2.0,0.0,53.0,40.0,3.0,14.0,526.0,247.0,4.0,11.0,2.0,45.0,346.0,1.0,0.0,7.0,8.0,2.0,179.0,0.0,440.0,283.0,275.0,3.0,2.0,323.0,1032.0,31.0,1052.0,5000.0,2020-06-14
30.0,89.0,0.0,5.0,52.0,64.0,5.0,9.0,726.0,348.0,20.0,14.0,1.0,12.0,163.0,2.0,0.0,4.0,3.0,1.0,210.0,12.0,376.0,270.0,222.0,1.0,2.0,396.0,1329.0,19.0,1017.0,5402.0,2020-06-13
28.0,95.0,0.0,1.0,62.0,19.0,7.0,24.0,425.0,258.0,20.0,12.0,0.0,7.0,379.0,2.0,0.0,19.0,3.0,5.0,164.0,18.0,444.0,310.0,237.0,8.0,0.0,502.0,1293.0,33.0,1199.0,5574.0,2020-06-12
34.0,119.0,2.0,2.0,73.0,15.0,11.0,15.0,545.0,555.0,10.0,10.0,0.0,16.0,202.0,3.0,0.0,6.0,3.0,5.0,184.0,13.0,197.0,294.0,196.0,2.0,2.0,427.0,1437.0,23.0,1158.0,5559.0,2020-06-11
